Volcano Number,Volcano Name,Eruption Number,Eruption Category,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude,,,,,,,,
341110,San Martin,10584,Confirmed Eruption,-1320,0,0,,,,18.57,-95.2,,,,,,,,
300270,Sheveluch,17663,Confirmed Eruption,-1330,0,0,,,,56.653,161.36,,,,,,,,
222100,Longonot,13995,Confirmed Eruption,-1330,0,0,,,,-0.914,36.446,,,,,,,,
241050,Okataina,14502,Confirmed Eruption,-1330,0,0,,,,-38.12,176.5,,,,,,,,
341120,"Chichon, El",10600,Confirmed Eruption,-1340,0,0,,,,17.36,-93.228,,,,,,,,
341070,"Toluca, Nevado de",10487,Confirmed Eruption,-1350,0,0,,,,19.108,-99.758,,,,,,,,
300250,Bezymianny,19328,Confirmed Eruption,-1350,0,0,,,,55.972,160.595,,,,,,,,
313030,Redoubt,20338,Confirmed Eruption,-1350,0,0,,,,60.485,-152.742,,,,,,,,
283030,Fujisan,17409,Confirmed Eruption,-1350,0,0,,,,35.361,138.728,,,,,,,,
283200,Naruko,17992,Confirmed Eruption,-1350,0,0,,,,38.729,140.734,,,,,,,,
300190,Krasheninnikov,19232,Confirmed Eruption,-1350,0,0,,,,54.596,160.27,,,,,,,,
300100,Avachinsky,19073,Confirmed Eruption,-1350,0,0,,,,53.256,158.836,,,,,,,,
300020,Koshelev,18906,Confirmed Eruption,-1350,0,0,,,,51.356,156.753,,,,,,,,
285050,Tokachidake,18636,Confirmed Eruption,-1350,0,0,,,,43.418,142.686,,,,,,,,
282110,Asosan,17192,Confirmed Eruption,-1350,0,0,,,,32.884,131.104,,,,,,,,
372070,Hekla,12715,Confirmed Eruption,-1350,0,0,,,,63.983,-19.666,,,,,,,,
252080,Witori,15012,Confirmed Eruption,-1370,,,,,,-5.576,150.516,,,,,,,,
360120,Pelee,12405,Confirmed Eruption,-1390,0,0,,,,14.809,-61.165,,,,,,,,
213020,Nemrut Dagi,13899,Confirmed Eruption,-1396,0,0,,,,38.654,42.229,,,,,,,,
300130,Karymsky,19146,Confirmed Eruption,-1400,0,0,,,,54.049,159.443,,,,,,,,
283200,Naruko,17991,Confirmed Eruption,-1400,0,0,,,,38.729,140.734,,,,,,,,
283020,Hakoneyama,17382,Confirmed Eruption,-1400,0,0,,,,35.233,139.021,,,,,,,,
383030,Tenerife,13087,Confirmed Eruption,-1400,0,0,,,,28.271,-16.641,,,,,,,,
263250,Merapi,15819,Confirmed Eruption,-1410,0,0,,,,-7.54,110.446,,,,,,,,
211060,Etna,13494,Confirmed Eruption,-1420,0,0,,,,37.748,14.999,,,,,,,,
345070,Turrialba,11234,Confirmed Eruption,-1420,0,0,,,,10.025,-83.767,,,,,,,,
211020,Vesuvius,10046,Confirmed Eruption,-1430,0,0,,,,40.821,14.426,,,,,,,,
283150,Nasudake,17872,Confirmed Eruption,-1440,0,0,,,,37.125,139.963,,,,,,,,
372030,Katla,12631,Confirmed Eruption,-1440,0,0,,,,63.633,-19.083,,,,,,,,
345033,Arenal,11116,Confirmed Eruption,-1450,0,0,,,,10.463,-84.703,,,,,,,,
283230,Akita-Komagatake,18043,Confirmed Eruption,-1450,0,0,,,,39.761,140.799,,,,,,,,
284040,Miyakejima,17583,Confirmed Eruption,-1450,0,0,,,,34.094,139.526,,,,,,,,
284010,Izu-Oshima,18154,Confirmed Eruption,-1450,0,0,,,,34.724,139.394,,,,,,,,
283030,Fujisan,17408,Confirmed Eruption,-1450,0,0,,,,35.361,138.728,,,,,,,,
285060,Taisetsuzan,18666,Confirmed Eruption,-1450,0,0,,,,43.664,142.854,,,,,,,,
341040,Colima,10402,Confirmed Eruption,-1450,0,0,,,,19.514,-103.62,,,,,,,,
322110,Newberry,20606,Confirmed Eruption,-1450,0,0,,,,43.722,-121.229,,,,,,,,
245010,Taveuni,14825,Confirmed Eruption,-1450,0,0,,,,-16.82,-179.97,,,,,,,,
282100,Unzendake,17170,Confirmed Eruption,-1450,0,0,,,,32.761,130.299,,,,,,,,
282050,Kuchinoerabujima,16956,Confirmed Eruption,-1450,0,0,,,,30.443,130.217,,,,,,,,
282070,Ata,17012,Confirmed Eruption,-1450,0,0,,,,31.22,130.57,,,,,,,,
600000,Unknown Source,13285,Confirmed Eruption,-1454,0,0,,,,0,0,,,,,,,,
600000,Unknown Source,13284,Confirmed Eruption,-1459,0,0,,,,0,0,,,,,,,,
241070,Taupo,14547,Confirmed Eruption,-1460,0,0,,,,-38.82,176,,,,,,,,
211030,Ischia,13371,Confirmed Eruption,-1480,0,0,,,,40.73,13.897,,,,,,,,
357150,Puyehue-Cordon Caulle,12198,Confirmed Eruption,-1490,0,0,,,,-40.59,-72.117,,,,,,,,
211060,Etna,13492,Confirmed Eruption,-1500,0,0,,,,37.748,14.999,,,,,,,,
282070,Ata,17011,Confirmed Eruption,-1500,0,0,,,,31.22,130.57,,,,,,,,
341100,"Orizaba, Pico de",10566,Confirmed Eruption,-1500,0,0,,,,19.03,-97.27,,,,,,,,
300270,Sheveluch,17662,Confirmed Eruption,-1500,0,0,,,,56.653,161.36,,,,,,,,
300100,Avachinsky,19072,Confirmed Eruption,-1500,0,0,,,,53.256,158.836,,,,,,,,
283240,Iwatesan,17566,Confirmed Eruption,-1500,0,0,,,,39.853,141.001,,,,,,,,
290360,Chikurachki,20888,Confirmed Eruption,-1500,,,,,,50.324,155.461,,,,,,,,
283030,Fujisan,17407,Confirmed Eruption,-1510,0,0,,,,35.361,138.728,,,,,,,,
313030,Redoubt,20337,Confirmed Eruption,-1510,0,0,,,,60.485,-152.742,,,,,,,,
357070,"Chillan, Nevados de",11965,Confirmed Eruption,-1510,0,0,,,,-36.868,-71.378,,,,,,,,
352050,Cotopaxi,11521,Confirmed Eruption,-1510,0,0,,,,-0.677,-78.436,,,,,,,,
372030,Katla,12630,Confirmed Eruption,-1540,0,0,,,,63.633,-19.083,,,,,,,,
313030,Redoubt,20336,Confirmed Eruption,-1540,0,0,,,,60.485,-152.742,,,,,,,,
305040,Jingbo,19638,Confirmed Eruption,-1540,0,0,,,,44.08,128.83,,,,,,,,
311110,Kanaga,19706,Confirmed Eruption,-1550,0,0,,,,51.923,-177.168,,,,,,,,
300700,Severny,19621,Confirmed Eruption,-1550,0,0,,,,58.28,160.87,,,,,,,,
300250,Bezymianny,19327,Confirmed Eruption,-1550,0,0,,,,55.972,160.595,,,,,,,,
313030,Redoubt,20335,Confirmed Eruption,-1550,0,0,,,,60.485,-152.742,,,,,,,,
313050,Hayes,20401,Confirmed Eruption,-1550,0,0,,,,61.64,-152.411,,,,,,,,
332010,Kilauea,20740,Confirmed Eruption,-1550,0,0,,,,19.421,-155.287,,,,,,,,
283170,Adatarayama,17906,Confirmed Eruption,-1550,0,0,,,,37.647,140.281,,,,,,,,
300080,Opala,19032,Confirmed Eruption,-1550,0,0,,,,52.543,157.339,,,,,,,,
300090,Koryaksky,19040,Confirmed Eruption,-1550,0,0,,,,53.321,158.712,,,,,,,,
300123,Bakening,19118,Confirmed Eruption,-1550,0,0,,,,53.905,158.07,,,,,,,,
300170,Uzon,17647,Confirmed Eruption,-1550,0,0,,,,54.5,159.97,,,,,,,,
285080,Kussharo,18722,Confirmed Eruption,-1550,0,0,,,,43.615,144.427,,,,,,,,
282070,Ata,17010,Confirmed Eruption,-1550,0,0,,,,31.22,130.57,,,,,,,,
211020,Vesuvius,10045,Confirmed Eruption,-1550,0,0,,,,40.821,14.426,,,,,,,,
222120,"Lengai, Ol Doinyo",13997,Confirmed Eruption,-1550,0,0,,,,-2.764,35.914,,,,,,,,
372070,Hekla,12714,Confirmed Eruption,-1550,0,0,,,,63.983,-19.666,,,,,,,,
372050,Torfajokull,12684,Confirmed Eruption,-1550,0,0,,,,63.892,-19.122,,,,,,,,
390030,Deception Island,13169,Confirmed Eruption,-1550,0,0,,,,-63.001,-60.652,,,,,,,,
357061,"Maule, Laguna del",22163,Confirmed Eruption,-1550,,,,,,-36.058,-70.492,,,,,,,,
241030,Taranaki,14433,Confirmed Eruption,-1560,0,0,,,,-39.3,174.07,,,,,,,,
313030,Redoubt,20330,Confirmed Eruption,-1560,0,0,,,,60.485,-152.742,,,,,,,,
342090,Fuego,10656,Confirmed Eruption,-1580,0,0,,,,14.473,-90.88,,,,,,,,
355011,Taapaca,11808,Confirmed Eruption,-1580,0,0,,,,-18.1,-69.5,,,,,,,,
352022,Chacana,11455,Confirmed Eruption,-1580,0,0,,,,-0.375,-78.25,,,,,,,,
290340,Fuss Peak,20880,Confirmed Eruption,-1590,,,,,,50.267,155.246,,,,,,,,
283190,Zaozan [Zaosan],17947,Confirmed Eruption,-1600,0,0,,,,38.144,140.44,,,,,,,,
311111,Moffett,19726,Confirmed Eruption,-1600,0,0,,,,51.944,-176.747,,,,,,,,
360150,Soufriere St. Vincent,12439,Confirmed Eruption,-1600,0,0,,,,13.33,-61.18,,,,,,,,
321050,St. Helens,20523,Confirmed Eruption,-1610,0,0,,,,46.2,-122.18,,,,,,,,
212040,Santorini,13879,Confirmed Eruption,-1610,0,0,,,,36.404,25.396,,,,,,,,
282070,Ata,17009,Confirmed Eruption,-1610,0,0,,,,31.22,130.57,,,,,,,,
600000,Unknown Source,13283,Confirmed Eruption,-1623,0,0,,,,0,0,,,,,,,,
600000,Unknown Source,13282,Confirmed Eruption,-1628,0,0,,,,0,0,,,,,,,,
372030,Katla,12629,Confirmed Eruption,-1640,0,0,,,,63.633,-19.083,,,,,,,,
312090,Aniakchak,20182,Confirmed Eruption,-1645,0,0,,,,56.88,-158.17,,,,,,,,
312150,Mageik,20215,Confirmed Eruption,-1650,0,0,,,,58.195,-155.253,,,,,,,,
300270,Sheveluch,17661,Confirmed Eruption,-1650,0,0,,,,56.653,161.36,,,,,,,,
300240,Tolbachik,19273,Confirmed Eruption,-1650,0,0,,,,55.832,160.326,,,,,,,,
332010,Kilauea,20738,Confirmed Eruption,-1650,0,0,,,,19.421,-155.287,,,,,,,,
332020,Mauna Loa,10145,Confirmed Eruption,-1650,0,0,,,,19.475,-155.608,,,,,,,,
332040,Hualalai,10240,Confirmed Eruption,-1650,0,0,,,,19.692,-155.87,,,,,,,,
283240,Iwatesan,17565,Confirmed Eruption,-1650,0,0,,,,39.853,141.001,,,,,,,,
300190,Krasheninnikov,19231,Confirmed Eruption,-1650,0,0,,,,54.596,160.27,,,,,,,,
300210,Gamchen,19249,Confirmed Eruption,-1650,0,0,,,,54.974,160.703,,,,,,,,
282110,Asosan,17191,Confirmed Eruption,-1650,0,0,,,,32.884,131.104,,,,,,,,
211010,Campi Flegrei,10038,Confirmed Eruption,-1650,0,0,,,,40.827,14.139,,,,,,,,
372070,Hekla,12713,Confirmed Eruption,-1650,0,0,,,,63.983,-19.666,,,,,,,,
383030,Tenerife,13086,Confirmed Eruption,-1650,0,0,,,,28.271,-16.641,,,,,,,,
352006,Cayambe,11397,Confirmed Eruption,-1650,0,0,,,,0.029,-77.986,,,,,,,,
351090,Azufral,11384,Confirmed Eruption,-1650,0,0,,,,1.08,-77.68,,,,,,,,
345033,Arenal,11115,Confirmed Eruption,-1650,0,0,,,,10.463,-84.703,,,,,,,,
213020,Nemrut Dagi,13313,Confirmed Eruption,-1662,0,0,,,,38.654,42.229,,,,,,,,
382100,Furnas,13035,Confirmed Eruption,-1670,0,0,,,,37.77,-25.32,,,,,,,,
372030,Katla,12628,Confirmed Eruption,-1670,0,0,,,,63.633,-19.083,,,,,,,,
324020,Craters of the Moon,20690,Confirmed Eruption,-1680,0,0,,,,43.42,-113.5,,,,,,,,
321050,St. Helens,20522,Confirmed Eruption,-1680,0,0,,,,46.2,-122.18,,,,,,,,
313030,Redoubt,20329,Confirmed Eruption,-1690,0,0,,,,60.485,-152.742,,,,,,,,
600000,Unknown Source,13281,Confirmed Eruption,-1695,0,0,,,,0,0,,,,,,,,
383030,Tenerife,13085,Confirmed Eruption,-1700,0,0,,,,28.271,-16.641,,,,,,,,
372030,Katla,12627,Confirmed Eruption,-1700,0,0,,,,63.633,-19.083,,,,,,,,
313030,Redoubt,20328,Confirmed Eruption,-1700,0,0,,,,60.485,-152.742,,,,,,,,
300270,Sheveluch,17660,Confirmed Eruption,-1700,0,0,,,,56.653,161.36,,,,,,,,
332020,Mauna Loa,10144,Confirmed Eruption,-1700,0,0,,,,19.475,-155.608,,,,,,,,
300100,Avachinsky,19071,Confirmed Eruption,-1700,0,0,,,,53.256,158.836,,,,,,,,
285061,Maruyama,18662,Confirmed Eruption,-1700,0,0,,,,43.418,143.031,,,,,,,,
241030,Taranaki,14432,Confirmed Eruption,-1700,0,0,,,,-39.3,174.07,,,,,,,,
245010,Taveuni,14824,Confirmed Eruption,-1700,0,0,,,,-16.82,-179.97,,,,,,,,
358010,Osorno,12220,Confirmed Eruption,-1710,0,0,,,,-41.105,-72.496,,,,,,,,
282120,Kujusan,17358,Confirmed Eruption,-1720,0,0,,,,33.086,131.249,,,,,,,,
371050,Hengill,12526,Confirmed Eruption,-1730,0,0,,,,64.083,-21.416,,,,,,,,
372070,Hekla,12712,Confirmed Eruption,-1750,0,0,,,,63.983,-19.666,,,,,,,,
370030,Ljosufjoll,12481,Confirmed Eruption,-1750,0,0,,,,64.9,-22.483,,,,,,,,
283090,Niigata-Yakeyama,17533,Confirmed Eruption,-1750,0,0,,,,36.921,138.036,,,,,,,,
285050,Tokachidake,18635,Confirmed Eruption,-1750,0,0,,,,43.418,142.686,,,,,,,,
332020,Mauna Loa,10143,Confirmed Eruption,-1750,0,0,,,,19.475,-155.608,,,,,,,,
300240,Tolbachik,19272,Confirmed Eruption,-1750,0,0,,,,55.832,160.326,,,,,,,,
312140,Martin,20207,Confirmed Eruption,-1750,0,0,,,,58.172,-155.361,,,,,,,,
312070,Veniaminof,20156,Confirmed Eruption,-1750,0,0,,,,56.17,-159.38,,,,,,,,
311310,Makushin,19867,Confirmed Eruption,-1750,0,0,,,,53.891,-166.923,,,,,,,,
241050,Okataina,14501,Confirmed Eruption,-1750,0,0,,,,-38.12,176.5,,,,,,,,
290360,Chikurachki,20889,Confirmed Eruption,-1750,,,,,,50.324,155.461,,,,,,,,
321050,St. Helens,20521,Confirmed Eruption,-1770,0,0,,,,46.2,-122.18,,,,,,,,
263250,Merapi,15818,Confirmed Eruption,-1770,0,0,,,,-7.54,110.446,,,,,,,,
345033,Arenal,11114,Confirmed Eruption,-1770,0,0,,,,10.463,-84.703,,,,,,,,
282070,Ata,17008,Confirmed Eruption,-1780,0,0,,,,31.22,130.57,,,,,,,,
233020,"Fournaise, Piton de la",14211,Confirmed Eruption,-1790,0,0,,,,-21.244,55.708,,,,,,,,
312190,Griggs,20246,Confirmed Eruption,-1790,0,0,,,,58.354,-155.092,,,,,,,,
332020,Mauna Loa,10142,Confirmed Eruption,-1800,0,0,,,,19.475,-155.608,,,,,,,,
332060,Haleakala,10276,Confirmed Eruption,-1800,0,0,,,,20.708,-156.25,,,,,,,,
300140,Maly Semyachik,19200,Confirmed Eruption,-1800,0,0,,,,54.135,159.674,,,,,,,,
283180,Azumayama,17920,Confirmed Eruption,-1800,0,0,,,,37.735,140.244,,,,,,,,
283160,Bandaisan,17892,Confirmed Eruption,-1800,0,0,,,,37.601,140.072,,,,,,,,
284040,Miyakejima,17582,Confirmed Eruption,-1800,0,0,,,,34.094,139.526,,,,,,,,
284060,Aogashima,18302,Confirmed Eruption,-1800,0,0,,,,32.458,139.759,,,,,,,,
352006,Cayambe,11396,Confirmed Eruption,-1800,0,0,,,,0.029,-77.986,,,,,,,,
371020,Reykjanes,12488,Confirmed Eruption,-1800,0,0,,,,63.817,-22.717,,,,,,,,
360101,"Watt, Morne",12370,Confirmed Eruption,-1800,0,0,,,,15.307,-61.305,,,,,,,,
360060,Soufriere Guadeloupe,12351,Confirmed Eruption,-1810,0,0,,,,16.044,-61.664,,,,,,,,
357120,Villarrica,12095,Confirmed Eruption,-1810,0,0,,,,-39.42,-71.93,,,,,,,,
313030,Redoubt,20327,Confirmed Eruption,-1810,0,0,,,,60.485,-152.742,,,,,,,,
313010,Augustine,20254,Confirmed Eruption,-1820,0,0,,,,59.363,-153.43,,,,,,,,
345020,Rincon de la Vieja,11083,Confirmed Eruption,-1820,0,0,,,,10.83,-85.324,,,,,,,,
358063,Reclus,12309,Confirmed Eruption,-1830,0,0,,,,-50.964,-73.585,,,,,,,,
320090,Iskut-Unuk River Cones,20435,Confirmed Eruption,-1830,0,0,,,,56.58,-130.55,,,,,,,,
282060,Kikai,16983,Confirmed Eruption,-1830,0,0,,,,30.793,130.305,,,,,,,,
282110,Asosan,17190,Confirmed Eruption,-1830,0,0,,,,32.884,131.104,,,,,,,,
313050,Hayes,20400,Confirmed Eruption,-1850,0,0,,,,61.64,-152.411,,,,,,,,
321040,Adams,20512,Confirmed Eruption,-1850,0,0,,,,46.206,-121.49,,,,,,,,
332060,Haleakala,10275,Confirmed Eruption,-1850,0,0,,,,20.708,-156.25,,,,,,,,
283030,Fujisan,17406,Confirmed Eruption,-1850,0,0,,,,35.361,138.728,,,,,,,,
290320,Nemo Peak,17628,Confirmed Eruption,-1850,0,0,,,,49.57,154.808,,,,,,,,
351090,Azufral,11383,Confirmed Eruption,-1850,0,0,,,,1.08,-77.68,,,,,,,,
372070,Hekla,12711,Confirmed Eruption,-1850,0,0,,,,63.983,-19.666,,,,,,,,
372030,Katla,12626,Confirmed Eruption,-1850,0,0,,,,63.633,-19.083,,,,,,,,
382090,Agua de Pau,13028,Confirmed Eruption,-1850,0,0,,,,37.77,-25.47,,,,,,,,
290340,Fuss Peak,20881,Confirmed Eruption,-1850,,,,,,50.267,155.246,,,,,,,,
321050,St. Helens,20520,Confirmed Eruption,-1860,0,0,,,,46.2,-122.18,,,,,,,,
352020,Guagua Pichincha,11467,Confirmed Eruption,-1860,0,0,,,,-0.171,-78.598,,,,,,,,
355011,Taapaca,11807,Confirmed Eruption,-1860,0,0,,,,-18.1,-69.5,,,,,,,,
313030,Redoubt,20326,Confirmed Eruption,-1870,0,0,,,,60.485,-152.742,,,,,,,,
211010,Campi Flegrei,10037,Confirmed Eruption,-1870,0,0,,,,40.827,14.139,,,,,,,,
341060,Michoacan-Guanajuato,10483,Confirmed Eruption,-1880,0,0,,,,19.85,-101.75,,,,,,,,
341090,Popocatepetl,10511,Confirmed Eruption,-1890,0,0,,,,19.023,-98.622,,,,,,,,
341040,Colima,10401,Confirmed Eruption,-1890,0,0,,,,19.514,-103.62,,,,,,,,
312050,Dana,20154,Confirmed Eruption,-1890,0,0,,,,55.641,-161.214,,,,,,,,
263250,Merapi,15817,Confirmed Eruption,-1890,0,0,,,,-7.54,110.446,,,,,,,,
358057,"Hudson, Cerro",12291,Confirmed Eruption,-1890,0,0,,,,-45.9,-72.97,,,,,,,,
214070,Ghegham Volcanic Ridge,13545,Confirmed Eruption,-1900,0,0,,,,40.283,45,,,,,,,,
312080,Black Peak,20179,Confirmed Eruption,-1900,0,0,,,,56.552,-158.785,,,,,,,,
311110,Kanaga,19705,Confirmed Eruption,-1900,0,0,,,,51.923,-177.168,,,,,,,,
332060,Haleakala,10274,Confirmed Eruption,-1900,0,0,,,,20.708,-156.25,,,,,,,,
332020,Mauna Loa,10141,Confirmed Eruption,-1900,0,0,,,,19.475,-155.608,,,,,,,,
283090,Niigata-Yakeyama,17532,Confirmed Eruption,-1900,0,0,,,,36.921,138.036,,,,,,,,
372030,Katla,12625,Confirmed Eruption,-1910,0,0,,,,63.633,-19.083,,,,,,,,
372030,Katla,12624,Confirmed Eruption,-1920,0,0,,,,63.633,-19.083,,,,,,,,
358020,Calbuco,12242,Confirmed Eruption,-1920,0,0,,,,-41.33,-72.618,,,,,,,,
283002,Sanbesan,17371,Confirmed Eruption,-1920,0,0,,,,35.141,132.622,,,,,,,,
271011,Parker,16692,Confirmed Eruption,-1920,0,0,,,,6.113,124.892,,,,,,,,
332060,Haleakala,10273,Confirmed Eruption,-1940,0,0,,,,20.708,-156.25,,,,,,,,
341040,Colima,10400,Confirmed Eruption,-1940,0,0,,,,19.514,-103.62,,,,,,,,
300280,Ichinsky,19601,Confirmed Eruption,-1950,0,0,,,,55.678,157.718,,,,,,,,
312150,Mageik,20214,Confirmed Eruption,-1950,0,0,,,,58.195,-155.253,,,,,,,,
300090,Koryaksky,19039,Confirmed Eruption,-1950,0,0,,,,53.321,158.712,,,,,,,,
372030,Katla,12623,Confirmed Eruption,-1950,0,0,,,,63.633,-19.083,,,,,,,,
373010,Grimsvotn,12758,Confirmed Eruption,-1950,0,0,,,,64.416,-17.316,,,,,,,,
382040,Graciosa,20967,Confirmed Eruption,-1950,,,,,,39.02,-27.97,,,,,,,,
290360,Chikurachki,20890,Confirmed Eruption,-1950,,,,,,50.324,155.461,,,,,,,,
211060,Etna,13491,Confirmed Eruption,-1980,0,0,,,,37.748,14.999,,,,,,,,
383030,Tenerife,13084,Confirmed Eruption,-1980,0,0,,,,28.271,-16.641,,,,,,,,
357120,Villarrica,12094,Confirmed Eruption,-1980,0,0,,,,-39.42,-71.93,,,,,,,,
351030,"Tolima, Nevado del",11296,Confirmed Eruption,-1990,0,0,,,,4.658,-75.33,,,,,,,,
244040,Savai'i,14805,Confirmed Eruption,-1990,0,0,,,,-13.612,-172.525,,,,,,,,
242030,Raoul Island,14684,Confirmed Eruption,-2000,0,0,,,,-29.27,-177.92,,,,,,,,
211010,Campi Flegrei,10036,Confirmed Eruption,-2000,0,0,,,,40.827,14.139,,,,,,,,
214080,Vaiyots-Sar,13546,Confirmed Eruption,-2000,0,0,,,,39.797,45.497,,,,,,,,
225030,"Marra, Jebel",14139,Confirmed Eruption,-2000,0,0,,,,12.95,24.27,,,,,,,,
300070,Gorely,19003,Confirmed Eruption,-2000,0,0,,,,52.559,158.03,,,,,,,,
283140,Nikko-Shiranesan,17854,Confirmed Eruption,-2000,0,0,,,,36.799,139.376,,,,,,,,
284040,Miyakejima,17581,Confirmed Eruption,-2000,0,0,,,,34.094,139.526,,,,,,,,
283150,Nasudake,17871,Confirmed Eruption,-2000,0,0,,,,37.125,139.963,,,,,,,,
283190,Zaozan [Zaosan],17946,Confirmed Eruption,-2000,0,0,,,,38.144,140.44,,,,,,,,
283240,Iwatesan,17564,Confirmed Eruption,-2000,0,0,,,,39.853,141.001,,,,,,,,
300270,Sheveluch,17659,Confirmed Eruption,-2000,0,0,,,,56.653,161.36,,,,,,,,
332020,Mauna Loa,10140,Confirmed Eruption,-2000,0,0,,,,19.475,-155.608,,,,,,,,
372030,Katla,12622,Confirmed Eruption,-2000,0,0,,,,63.633,-19.083,,,,,,,,
360030,Liamuiga,12337,Confirmed Eruption,-2010,0,0,,,,17.37,-62.8,,,,,,,,
370010,Snaefellsjokull,12476,Confirmed Eruption,-2010,0,0,,,,64.8,-23.783,,,,,,,,
282070,Ata,17007,Confirmed Eruption,-2010,0,0,,,,31.22,130.57,,,,,,,,
360150,Soufriere St. Vincent,12438,Confirmed Eruption,-2020,0,0,,,,13.33,-61.18,,,,,,,,
372030,Katla,12621,Confirmed Eruption,-2020,0,0,,,,63.633,-19.083,,,,,,,,
341120,"Chichon, El",10599,Confirmed Eruption,-2030,0,0,,,,17.36,-93.228,,,,,,,,
332040,Hualalai,10239,Confirmed Eruption,-2040,0,0,,,,19.692,-155.87,,,,,,,,
313030,Redoubt,20325,Confirmed Eruption,-2040,0,0,,,,60.485,-152.742,,,,,,,,
313010,Augustine,20253,Confirmed Eruption,-2040,0,0,,,,59.363,-153.43,,,,,,,,
211010,Campi Flegrei,10035,Confirmed Eruption,-2040,0,0,,,,40.827,14.139,,,,,,,,
251050,Long Island,14954,Confirmed Eruption,-2040,0,0,,,,-5.358,147.12,,,,,,,,
233005,Mayotte,14171,Confirmed Eruption,-2050,0,0,,,,-12.83,45.17,,,,,,,,
222166,Rungwe,14027,Confirmed Eruption,-2050,0,0,,,,-9.135,33.668,,,,,,,,
273081,Mariveles,16861,Confirmed Eruption,-2050,0,0,,,,14.527,120.482,,,,,,,,
282110,Asosan,17189,Confirmed Eruption,-2050,0,0,,,,32.884,131.104,,,,,,,,
282080,Aira,17043,Confirmed Eruption,-2050,0,0,,,,31.593,130.657,,,,,,,,
282090,Kirishimayama,17096,Confirmed Eruption,-2050,0,0,,,,31.934,130.862,,,,,,,,
313020,Iliamna,20275,Confirmed Eruption,-2050,0,0,,,,60.032,-153.09,,,,,,,,
300680,Ostry,19620,Confirmed Eruption,-2050,0,0,,,,58.18,160.82,,,,,,,,
306040,Halla,19658,Confirmed Eruption,-2050,0,0,,,,33.361,126.53,,,,,,,,
334050,Northern EPR at 9.8°N,10330,Confirmed Eruption,-2050,0,0,,,,9.83,-104.3,,,,,,,,
341060,Michoacan-Guanajuato,10482,Confirmed Eruption,-2050,0,0,,,,19.85,-101.75,,,,,,,,
332020,Mauna Loa,10139,Confirmed Eruption,-2050,0,0,,,,19.475,-155.608,,,,,,,,
323010,Shasta,20628,Confirmed Eruption,-2050,0,0,,,,41.409,-122.193,,,,,,,,
283240,Iwatesan,17563,Confirmed Eruption,-2050,0,0,,,,39.853,141.001,,,,,,,,
283262,Megata,18073,Confirmed Eruption,-2050,0,0,,,,39.95,139.73,,,,,,,,
284050,Hachijojima,18291,Confirmed Eruption,-2050,0,0,,,,33.137,139.766,,,,,,,,
283010,Izu-Tobu,17375,Confirmed Eruption,-2050,0,0,,,,34.9,139.098,,,,,,,,
283030,Fujisan,17405,Confirmed Eruption,-2050,0,0,,,,35.361,138.728,,,,,,,,
300070,Gorely,19002,Confirmed Eruption,-2050,0,0,,,,52.559,158.03,,,,,,,,
300060,Mutnovsky,13951,Confirmed Eruption,-2050,0,0,,,,52.449,158.196,,,,,,,,
300030,Iliinsky,18912,Confirmed Eruption,-2050,0,0,,,,51.498,157.203,,,,,,,,
300130,Karymsky,19145,Confirmed Eruption,-2050,0,0,,,,54.049,159.443,,,,,,,,
300240,Tolbachik,19271,Confirmed Eruption,-2050,0,0,,,,55.832,160.326,,,,,,,,
285070,Akan,18673,Confirmed Eruption,-2050,0,0,,,,43.384,144.013,,,,,,,,
285081,Mashu,18711,Confirmed Eruption,-2050,0,0,,,,43.572,144.561,,,,,,,,
372030,Katla,12620,Confirmed Eruption,-2050,0,0,,,,63.633,-19.083,,,,,,,,
371080,Oddnyjarhnjukur-Langjokull,12547,Confirmed Eruption,-2050,0,0,,,,64.85,-19.7,,,,,,,,
382080,Sete Cidades,13009,Confirmed Eruption,-2050,0,0,,,,37.865,-25.785,,,,,,,,
373060,Askja,12905,Confirmed Eruption,-2050,0,0,,,,65.033,-16.783,,,,,,,,
390020,Erebus,13150,Confirmed Eruption,-2050,0,0,,,,-77.53,167.17,,,,,,,,
370030,Ljosufjoll,12480,Confirmed Eruption,-2050,0,0,,,,64.9,-22.483,,,,,,,,
352050,Cotopaxi,11520,Confirmed Eruption,-2050,0,0,,,,-0.677,-78.436,,,,,,,,
332010,Kilauea,20737,Confirmed Eruption,-2080,0,0,,,,19.421,-155.287,,,,,,,,
211010,Campi Flegrei,10034,Confirmed Eruption,-2080,0,0,,,,40.827,14.139,,,,,,,,
213004,Acigol-Nevsehir,13904,Confirmed Eruption,-2080,0,0,,,,38.537,34.621,,,,,,,,
352020,Guagua Pichincha,11466,Confirmed Eruption,-2090,0,0,,,,-0.171,-78.598,,,,,,,,
351090,Azufral,11382,Confirmed Eruption,-2095,0,0,,,,1.08,-77.68,,,,,,,,
351040,Machin,11307,Confirmed Eruption,-2100,0,0,,,,4.487,-75.389,,,,,,,,
360120,Pelee,12404,Confirmed Eruption,-2100,0,0,,,,14.809,-61.165,,,,,,,,
321050,St. Helens,20519,Confirmed Eruption,-2100,0,0,,,,46.2,-122.18,,,,,,,,
300270,Sheveluch,17658,Confirmed Eruption,-2100,0,0,,,,56.653,161.36,,,,,,,,
